Date,Room Number,Bed Number,Total Beds,Available Beds,Busy Bees
2017-05-12,1,Bed Number 1,37,3,34
2017-05-12,2,Bed Number 2,42,12,30
2017-05-12,3,Bed Number 3,28,16,12
2017-05-13,1,Bed Number 1,61,54,7
2017-05-13,2,Bed Number 2,34,11,23
2017-05-13,3,Bed Number 3,34,21,13
2017-05-14,1,Bed Number 1,98,21,77
2017-05-14,2,Bed Number 2,28,19,9
2017-05-14,3,Bed Number 3,40,28,12
2017-05-15,1,Bed Number 1,63,61,2
2017-05-15,2,Bed Number 2,50,1,49
2017-05-15,3,Bed Number 3,17,2,15
2017-05-16,1,Bed Number 1,85,53,32
2017-05-16,2,Bed Number 2,97,69,28
2017-05-16,3,Bed Number 3,39,39,0
2017-05-17,1,Bed Number 1,27,2,25
2017-05-17,2,Bed Number 2,61,31,30
2017-05-17,3,Bed Number 3,93,85,8
2017-05-18,1,Bed Number 1,72,24,48
2017-05-18,2,Bed Number 2,80,19,61
2017-05-18,3,Bed Number 3,69,0,69
2017-05-19,1,Bed Number 1,27,27,0
2017-05-19,2,Bed Number 2,69,60,9
2017-05-19,3,Bed Number 3,100,76,24
2017-05-20,1,Bed Number 1,39,21,18
2017-05-20,2,Bed Number 2,27,10,17
2017-05-20,3,Bed Number 3,44,34,10
2017-05-21,1,Bed Number 1,31,21,10
2017-05-21,2,Bed Number 2,76,26,50
2017-05-21,3,Bed Number 3,30,12,18
2017-05-22,1,Bed Number 1,20,2,18
2017-05-22,2,Bed Number 2,70,52,18
2017-05-22,3,Bed Number 3,50,49,1
2017-05-23,1,Bed Number 1,87,37,50
2017-05-23,2,Bed Number 2,85,80,5
2017-05-23,3,Bed Number 3,43,4,39
2017-05-24,1,Bed Number 1,81,4,77
2017-05-24,2,Bed Number 2,92,66,26
2017-05-24,3,Bed Number 3,52,24,28
2017-05-25,1,Bed Number 1,80,11,69
2017-05-25,2,Bed Number 2,35,20,15
2017-05-25,3,Bed Number 3,68,17,51
2017-05-26,1,Bed Number 1,14,8,6
2017-05-26,2,Bed Number 2,92,7,85
2017-05-26,3,Bed Number 3,35,0,35
2017-05-27,1,Bed Number 1,49,41,8
2017-05-27,2,Bed Number 2,52,8,44
2017-05-27,3,Bed Number 3,18,6,12
2017-05-28,1,Bed Number 1,71,13,58
2017-05-28,2,Bed Number 2,12,12,0
2017-05-28,3,Bed Number 3,40,25,15
2017-05-29,1,Bed Number 1,52,25,27
2017-05-29,2,Bed Number 2,70,67,3
2017-05-29,3,Bed Number 3,96,89,7
2017-05-30,1,Bed Number 1,30,5,25
2017-05-30,2,Bed Number 2,23,6,17
2017-05-30,3,Bed Number 3,15,0,15
2017-05-31,1,Bed Number 1,59,43,16
2017-05-31,2,Bed Number 2,21,13,8
2017-05-31,3,Bed Number 3,60,38,22
2017-06-01,1,Bed Number 1,77,73,4
2017-06-01,2,Bed Number 2,17,1,16
2017-06-01,3,Bed Number 3,85,84,1
2017-06-02,1,Bed Number 1,62,51,11
2017-06-02,2,Bed Number 2,18,4,14
2017-06-02,3,Bed Number 3,12,3,9
2017-06-03,1,Bed Number 1,74,42,32
2017-06-03,2,Bed Number 2,52,48,4
2017-06-03,3,Bed Number 3,14,3,11
2017-06-04,1,Bed Number 1,45,14,31
2017-06-04,2,Bed Number 2,35,3,32
2017-06-04,3,Bed Number 3,67,36,31
2017-06-05,1,Bed Number 1,31,5,26
2017-06-05,2,Bed Number 2,77,62,15
2017-06-05,3,Bed Number 3,30,12,18
2017-06-06,1,Bed Number 1,64,16,48
2017-06-06,2,Bed Number 2,41,7,34
2017-06-06,3,Bed Number 3,52,17,35
2017-06-07,1,Bed Number 1,12,3,9
2017-06-07,2,Bed Number 2,50,12,38
2017-06-07,3,Bed Number 3,11,7,4
2017-06-08,1,Bed Number 1,62,53,9
2017-06-08,2,Bed Number 2,69,62,7
2017-06-08,3,Bed Number 3,15,11,4
2017-06-09,1,Bed Number 1,76,37,39
2017-06-09,2,Bed Number 2,66,1,65
2017-06-09,3,Bed Number 3,34,14,20
2017-06-10,1,Bed Number 1,88,35,53
2017-06-10,2,Bed Number 2,71,28,43
2017-06-10,3,Bed Number 3,55,13,42
2017-06-11,1,Bed Number 1,18,6,12
2017-06-11,2,Bed Number 2,16,2,14
2017-06-11,3,Bed Number 3,89,68,21
2017-06-12,1,Bed Number 1,11,8,3
2017-06-12,2,Bed Number 2,90,16,74
2017-06-12,3,Bed Number 3,62,15,47
2017-06-13,1,Bed Number 1,32,3,29
2017-06-13,2,Bed Number 2,31,7,24
2017-06-13,3,Bed Number 3,91,86,5
2017-06-14,1,Bed Number 1,16,11,5
2017-06-14,2,Bed Number 2,55,41,14
2017-06-14,3,Bed Number 3,53,51,2
2017-06-15,1,Bed Number 1,58,19,39
2017-06-15,2,Bed Number 2,34,27,7
2017-06-15,3,Bed Number 3,13,7,6
2017-06-16,1,Bed Number 1,60,40,20
2017-06-16,2,Bed Number 2,41,17,24
2017-06-16,3,Bed Number 3,40,40,0
2017-06-17,1,Bed Number 1,88,80,8
2017-06-17,2,Bed Number 2,82,10,72
2017-06-17,3,Bed Number 3,79,65,14
2017-06-18,1,Bed Number 1,12,9,3
2017-06-18,2,Bed Number 2,24,22,2
2017-06-18,3,Bed Number 3,47,24,23
2017-06-19,1,Bed Number 1,74,36,38
2017-06-19,2,Bed Number 2,97,21,76
2017-06-19,3,Bed Number 3,51,11,40
2017-06-20,1,Bed Number 1,93,39,54
2017-06-20,2,Bed Number 2,23,14,9
2017-06-20,3,Bed Number 3,66,10,56
2017-06-21,1,Bed Number 1,10,0,10
2017-06-21,2,Bed Number 2,32,15,17
2017-06-21,3,Bed Number 3,54,15,39
2017-06-22,1,Bed Number 1,50,50,0
2017-06-22,2,Bed Number 2,77,69,8
2017-06-22,3,Bed Number 3,72,72,0
2017-06-23,1,Bed Number 1,29,25,4
2017-06-23,2,Bed Number 2,13,3,10
2017-06-23,3,Bed Number 3,10,7,3
2017-06-24,1,Bed Number 1,82,34,48
2017-06-24,2,Bed Number 2,34,21,13
2017-06-24,3,Bed Number 3,29,28,1
2017-06-25,1,Bed Number 1,18,11,7
2017-06-25,2,Bed Number 2,24,16,8
2017-06-25,3,Bed Number 3,46,18,28
2017-06-26,1,Bed Number 1,73,62,11
2017-06-26,2,Bed Number 2,81,39,42
2017-06-26,3,Bed Number 3,53,14,39
2017-06-27,1,Bed Number 1,78,63,15
2017-06-27,2,Bed Number 2,13,10,3
2017-06-27,3,Bed Number 3,61,5,56
2017-06-28,1,Bed Number 1,93,48,45
2017-06-28,2,Bed Number 2,10,8,2
2017-06-28,3,Bed Number 3,38,18,20
2017-06-29,1,Bed Number 1,18,11,7
2017-06-29,2,Bed Number 2,85,54,31
2017-06-29,3,Bed Number 3,50,24,26
2017-06-30,1,Bed Number 1,29,8,21
2017-06-30,2,Bed Number 2,17,15,2
2017-06-30,3,Bed Number 3,29,4,25
2017-07-01,1,Bed Number 1,47,12,35
2017-07-01,2,Bed Number 2,38,23,15
2017-07-01,3,Bed Number 3,87,2,85
2017-07-02,1,Bed Number 1,79,19,60
2017-07-02,2,Bed Number 2,82,57,25
2017-07-02,3,Bed Number 3,15,11,4
2017-07-03,1,Bed Number 1,33,3,30
2017-07-03,2,Bed Number 2,58,45,13
2017-07-03,3,Bed Number 3,73,26,47
2017-07-04,1,Bed Number 1,37,23,14
2017-07-04,2,Bed Number 2,74,25,49
2017-07-04,3,Bed Number 3,73,28,45
2017-07-05,1,Bed Number 1,98,0,98
2017-07-05,2,Bed Number 2,74,42,32
2017-07-05,3,Bed Number 3,67,0,67
2017-07-06,1,Bed Number 1,59,29,30
2017-07-06,2,Bed Number 2,22,1,21
2017-07-06,3,Bed Number 3,61,4,57
2017-07-07,1,Bed Number 1,73,14,59
2017-07-07,2,Bed Number 2,78,29,49
2017-07-07,3,Bed Number 3,88,29,59
2017-07-08,1,Bed Number 1,81,64,17
2017-07-08,2,Bed Number 2,39,22,17
2017-07-08,3,Bed Number 3,82,80,2
2017-07-09,1,Bed Number 1,16,7,9
2017-07-09,2,Bed Number 2,18,8,10
2017-07-09,3,Bed Number 3,33,0,33
2017-07-10,1,Bed Number 1,55,11,44
2017-07-10,2,Bed Number 2,14,8,6
2017-07-10,3,Bed Number 3,43,19,24
2017-07-11,1,Bed Number 1,69,56,13
2017-07-11,2,Bed Number 2,12,0,12
2017-07-11,3,Bed Number 3,72,12,60
2017-07-12,1,Bed Number 1,35,14,21
2017-07-12,2,Bed Number 2,49,38,11
2017-07-12,3,Bed Number 3,60,0,60
2017-07-13,1,Bed Number 1,27,0,27
2017-07-13,2,Bed Number 2,29,14,15
2017-07-13,3,Bed Number 3,39,19,20
2017-07-14,1,Bed Number 1,47,19,28
2017-07-14,2,Bed Number 2,13,7,6
2017-07-14,3,Bed Number 3,97,8,89
2017-07-15,1,Bed Number 1,53,9,44
2017-07-15,2,Bed Number 2,81,40,41
2017-07-15,3,Bed Number 3,74,45,29
2017-07-16,1,Bed Number 1,12,5,7
2017-07-16,2,Bed Number 2,70,25,45
2017-07-16,3,Bed Number 3,86,34,52
2017-07-17,1,Bed Number 1,55,33,22
2017-07-17,2,Bed Number 2,39,5,34
2017-07-17,3,Bed Number 3,23,16,7
2017-07-18,1,Bed Number 1,47,35,12
2017-07-18,2,Bed Number 2,86,65,21
2017-07-18,3,Bed Number 3,66,32,34
2017-07-19,1,Bed Number 1,79,36,43
2017-07-19,2,Bed Number 2,52,26,26
2017-07-19,3,Bed Number 3,61,49,12
2017-07-20,1,Bed Number 1,88,83,5
2017-07-20,2,Bed Number 2,41,11,30
2017-07-20,3,Bed Number 3,11,6,5
2017-07-21,1,Bed Number 1,42,3,39
2017-07-21,2,Bed Number 2,47,22,25
2017-07-21,3,Bed Number 3,80,47,33
2017-07-22,1,Bed Number 1,22,9,13
2017-07-22,2,Bed Number 2,15,0,15
2017-07-22,3,Bed Number 3,51,33,18
2017-07-23,1,Bed Number 1,41,3,38
2017-07-23,2,Bed Number 2,58,22,36
2017-07-23,3,Bed Number 3,76,61,15
2017-07-24,1,Bed Number 1,63,41,22
2017-07-24,2,Bed Number 2,71,60,11
2017-07-24,3,Bed Number 3,38,24,14
2017-07-25,1,Bed Number 1,84,37,47
2017-07-25,2,Bed Number 2,73,70,3
2017-07-25,3,Bed Number 3,25,2,23
2017-07-26,1,Bed Number 1,32,0,32
2017-07-26,2,Bed Number 2,35,14,21
2017-07-26,3,Bed Number 3,65,57,8
2017-07-27,1,Bed Number 1,14,12,2
2017-07-27,2,Bed Number 2,30,19,11
2017-07-27,3,Bed Number 3,79,65,14
2017-07-28,1,Bed Number 1,39,25,14
2017-07-28,2,Bed Number 2,16,12,4
2017-07-28,3,Bed Number 3,18,9,9
2017-07-29,1,Bed Number 1,93,23,70
2017-07-29,2,Bed Number 2,71,61,10
2017-07-29,3,Bed Number 3,12,0,12
2017-07-30,1,Bed Number 1,25,18,7
2017-07-30,2,Bed Number 2,76,60,16
2017-07-30,3,Bed Number 3,100,33,67
2017-07-31,1,Bed Number 1,93,51,42
2017-07-31,2,Bed Number 2,19,7,12
2017-07-31,3,Bed Number 3,30,13,17
2017-08-01,1,Bed Number 1,12,9,3
2017-08-01,2,Bed Number 2,90,87,3
2017-08-01,3,Bed Number 3,37,4,33
2017-08-02,1,Bed Number 1,87,66,21
2017-08-02,2,Bed Number 2,73,19,54
2017-08-02,3,Bed Number 3,82,48,34
2017-08-03,1,Bed Number 1,15,4,11
2017-08-03,2,Bed Number 2,81,36,45
2017-08-03,3,Bed Number 3,50,28,22
2017-08-04,1,Bed Number 1,41,22,19
2017-08-04,2,Bed Number 2,61,51,10
2017-08-04,3,Bed Number 3,59,44,15
2017-08-05,1,Bed Number 1,59,50,9
2017-08-05,2,Bed Number 2,28,6,22
2017-08-05,3,Bed Number 3,80,65,15
2017-08-06,1,Bed Number 1,46,36,10
2017-08-06,2,Bed Number 2,64,12,52
2017-08-06,3,Bed Number 3,36,2,34
2017-08-07,1,Bed Number 1,91,5,86
2017-08-07,2,Bed Number 2,96,77,19
2017-08-07,3,Bed Number 3,28,0,28
2017-08-08,1,Bed Number 1,14,8,6
2017-08-08,2,Bed Number 2,29,12,17
2017-08-08,3,Bed Number 3,23,1,22
2017-08-09,1,Bed Number 1,42,41,1
2017-08-09,2,Bed Number 2,43,41,2
2017-08-09,3,Bed Number 3,46,2,44
2017-08-10,1,Bed Number 1,97,16,81
2017-08-10,2,Bed Number 2,45,3,42
2017-08-10,3,Bed Number 3,53,36,17
2017-08-11,1,Bed Number 1,95,40,55
2017-08-11,2,Bed Number 2,90,59,31
2017-08-11,3,Bed Number 3,37,37,0
2017-08-12,1,Bed Number 1,93,20,73
2017-08-12,2,Bed Number 2,53,39,14
2017-08-12,3,Bed Number 3,66,7,59
2017-08-13,1,Bed Number 1,65,27,38
2017-08-13,2,Bed Number 2,21,15,6
2017-08-13,3,Bed Number 3,27,1,26
2017-08-14,1,Bed Number 1,85,59,26
2017-08-14,2,Bed Number 2,78,38,40
2017-08-14,3,Bed Number 3,23,22,1
2017-08-15,1,Bed Number 1,66,24,42
2017-08-15,2,Bed Number 2,12,5,7
2017-08-15,3,Bed Number 3,17,15,2
2017-08-16,1,Bed Number 1,62,56,6
2017-08-16,2,Bed Number 2,74,43,31
2017-08-16,3,Bed Number 3,70,44,26
2017-08-17,1,Bed Number 1,75,20,55
2017-08-17,2,Bed Number 2,37,35,2
2017-08-17,3,Bed Number 3,76,41,35
2017-08-18,1,Bed Number 1,29,18,11
2017-08-18,2,Bed Number 2,24,19,5
2017-08-18,3,Bed Number 3,87,67,20
2017-08-19,1,Bed Number 1,84,57,27
2017-08-19,2,Bed Number 2,75,4,71
2017-08-19,3,Bed Number 3,29,7,22
2017-08-20,1,Bed Number 1,94,75,19
2017-08-20,2,Bed Number 2,50,0,50
2017-08-20,3,Bed Number 3,70,48,22
2017-08-21,1,Bed Number 1,84,14,70
2017-08-21,2,Bed Number 2,60,8,52
2017-08-21,3,Bed Number 3,31,6,25
2017-08-22,1,Bed Number 1,22,18,4
2017-08-22,2,Bed Number 2,42,30,12
2017-08-22,3,Bed Number 3,80,25,55
2017-08-23,1,Bed Number 1,73,62,11
2017-08-23,2,Bed Number 2,67,8,59
2017-08-23,3,Bed Number 3,69,28,41
2017-08-24,1,Bed Number 1,17,13,4
2017-08-24,2,Bed Number 2,39,23,16
2017-08-24,3,Bed Number 3,38,1,37
2017-08-25,1,Bed Number 1,41,27,14
2017-08-25,2,Bed Number 2,99,42,57
2017-08-25,3,Bed Number 3,65,9,56
2017-08-26,1,Bed Number 1,36,32,4
2017-08-26,2,Bed Number 2,15,2,13
2017-08-26,3,Bed Number 3,29,26,3
2017-08-27,1,Bed Number 1,58,32,26
2017-08-27,2,Bed Number 2,68,9,59
2017-08-27,3,Bed Number 3,50,40,10
2017-08-28,1,Bed Number 1,10,3,7
2017-08-28,2,Bed Number 2,93,5,88
2017-08-28,3,Bed Number 3,61,54,7
2017-08-29,1,Bed Number 1,33,29,4
2017-08-29,2,Bed Number 2,55,0,55
2017-08-29,3,Bed Number 3,69,2,67
2017-08-30,1,Bed Number 1,46,38,8
2017-08-30,2,Bed Number 2,93,58,35
2017-08-30,3,Bed Number 3,34,6,28
2017-08-31,1,Bed Number 1,22,1,21
2017-08-31,2,Bed Number 2,40,22,18
2017-08-31,3,Bed Number 3,89,66,23
2017-09-01,1,Bed Number 1,86,80,6
2017-09-01,2,Bed Number 2,53,51,2
2017-09-01,3,Bed Number 3,74,63,11
2017-09-02,1,Bed Number 1,44,4,40
2017-09-02,2,Bed Number 2,66,8,58
2017-09-02,3,Bed Number 3,72,56,16
2017-09-03,1,Bed Number 1,64,29,35
2017-09-03,2,Bed Number 2,25,23,2
2017-09-03,3,Bed Number 3,35,7,28
2017-09-04,1,Bed Number 1,99,82,17
2017-09-04,2,Bed Number 2,23,3,20
2017-09-04,3,Bed Number 3,62,61,1
2017-09-05,1,Bed Number 1,99,87,12
2017-09-05,2,Bed Number 2,45,26,19
2017-09-05,3,Bed Number 3,63,1,62
2017-09-06,1,Bed Number 1,89,6,83
2017-09-06,2,Bed Number 2,39,15,24
2017-09-06,3,Bed Number 3,61,37,24
2017-09-07,1,Bed Number 1,40,16,24
2017-09-07,2,Bed Number 2,49,26,23
2017-09-07,3,Bed Number 3,66,5,61
2017-09-08,1,Bed Number 1,98,3,95
2017-09-08,2,Bed Number 2,22,0,22
2017-09-08,3,Bed Number 3,98,93,5
2017-09-09,1,Bed Number 1,72,4,68
2017-09-09,2,Bed Number 2,95,13,82
2017-09-09,3,Bed Number 3,71,35,36
2017-09-10,1,Bed Number 1,48,44,4
2017-09-10,2,Bed Number 2,36,17,19
2017-09-10,3,Bed Number 3,47,32,15
2017-09-11,1,Bed Number 1,90,27,63
2017-09-11,2,Bed Number 2,63,42,21
2017-09-11,3,Bed Number 3,23,3,20
2017-09-12,1,Bed Number 1,92,74,18
2017-09-12,2,Bed Number 2,92,24,68
2017-09-12,3,Bed Number 3,96,96,0
2017-09-13,1,Bed Number 1,38,29,9
2017-09-13,2,Bed Number 2,99,29,70
2017-09-13,3,Bed Number 3,17,1,16
2017-09-14,1,Bed Number 1,41,38,3
2017-09-14,2,Bed Number 2,59,23,36
2017-09-14,3,Bed Number 3,44,32,12
2017-09-15,1,Bed Number 1,94,5,89
2017-09-15,2,Bed Number 2,69,36,33
2017-09-15,3,Bed Number 3,52,4,48
2017-09-16,1,Bed Number 1,24,23,1
2017-09-16,2,Bed Number 2,90,74,16
2017-09-16,3,Bed Number 3,81,13,68
2017-09-17,1,Bed Number 1,16,9,7
2017-09-17,2,Bed Number 2,61,18,43
2017-09-17,3,Bed Number 3,45,7,38
2017-09-18,1,Bed Number 1,45,14,31
2017-09-18,2,Bed Number 2,16,7,9
2017-09-18,3,Bed Number 3,57,48,9
2017-09-19,1,Bed Number 1,54,4,50
2017-09-19,2,Bed Number 2,82,75,7
2017-09-19,3,Bed Number 3,85,27,58
2017-09-20,1,Bed Number 1,96,52,44
2017-09-20,2,Bed Number 2,27,1,26
2017-09-20,3,Bed Number 3,70,23,47
2017-09-21,1,Bed Number 1,87,57,30
2017-09-21,2,Bed Number 2,14,5,9
2017-09-21,3,Bed Number 3,72,67,5
2017-09-22,1,Bed Number 1,16,7,9
2017-09-22,2,Bed Number 2,86,71,15
2017-09-22,3,Bed Number 3,61,42,19
2017-09-23,1,Bed Number 1,54,14,40
2017-09-23,2,Bed Number 2,97,13,84
2017-09-23,3,Bed Number 3,70,6,64
2017-09-24,1,Bed Number 1,39,5,34
2017-09-24,2,Bed Number 2,19,17,2
2017-09-24,3,Bed Number 3,76,64,12
2017-09-25,1,Bed Number 1,56,51,5
2017-09-25,2,Bed Number 2,28,4,24
2017-09-25,3,Bed Number 3,55,9,46
2017-09-26,1,Bed Number 1,33,11,22
2017-09-26,2,Bed Number 2,55,6,49
2017-09-26,3,Bed Number 3,40,5,35
2017-09-27,1,Bed Number 1,12,10,2
2017-09-27,2,Bed Number 2,14,14,0
2017-09-27,3,Bed Number 3,69,27,42
2017-09-28,1,Bed Number 1,53,22,31
2017-09-28,2,Bed Number 2,19,3,16
2017-09-28,3,Bed Number 3,11,7,4
2017-09-29,1,Bed Number 1,100,85,15
2017-09-29,2,Bed Number 2,26,21,5
2017-09-29,3,Bed Number 3,31,13,18
2017-09-30,1,Bed Number 1,71,59,12
2017-09-30,2,Bed Number 2,73,67,6
2017-09-30,3,Bed Number 3,49,13,36
2017-10-01,1,Bed Number 1,72,62,10
2017-10-01,2,Bed Number 2,39,19,20
2017-10-01,3,Bed Number 3,26,24,2
2017-10-02,1,Bed Number 1,71,57,14
2017-10-02,2,Bed Number 2,47,24,23
2017-10-02,3,Bed Number 3,70,32,38
2017-10-03,1,Bed Number 1,81,23,58
2017-10-03,2,Bed Number 2,95,45,50
2017-10-03,3,Bed Number 3,49,22,27
2017-10-04,1,Bed Number 1,64,27,37
2017-10-04,2,Bed Number 2,98,8,90
2017-10-04,3,Bed Number 3,93,23,70
2017-10-05,1,Bed Number 1,95,61,34
2017-10-05,2,Bed Number 2,68,31,37
2017-10-05,3,Bed Number 3,24,11,13
2017-10-06,1,Bed Number 1,13,3,10
2017-10-06,2,Bed Number 2,63,5,58
2017-10-06,3,Bed Number 3,37,2,35
2017-10-07,1,Bed Number 1,84,0,84
2017-10-07,2,Bed Number 2,39,31,8
2017-10-07,3,Bed Number 3,18,10,8
2017-10-08,1,Bed Number 1,53,8,45
2017-10-08,2,Bed Number 2,91,52,39
2017-10-08,3,Bed Number 3,91,8,83
2017-10-09,1,Bed Number 1,81,38,43
2017-10-09,2,Bed Number 2,84,50,34
2017-10-09,3,Bed Number 3,14,10,4
2017-10-10,1,Bed Number 1,70,41,29
2017-10-10,2,Bed Number 2,90,16,74
2017-10-10,3,Bed Number 3,65,8,57
2017-10-11,1,Bed Number 1,93,40,53
2017-10-11,2,Bed Number 2,45,38,7
2017-10-11,3,Bed Number 3,51,5,46
2017-10-12,1,Bed Number 1,24,17,7
2017-10-12,2,Bed Number 2,78,62,16
2017-10-12,3,Bed Number 3,79,39,40
2017-10-13,1,Bed Number 1,42,39,3
2017-10-13,2,Bed Number 2,76,3,73
2017-10-13,3,Bed Number 3,33,25,8
2017-10-14,1,Bed Number 1,30,30,0
2017-10-14,2,Bed Number 2,84,19,65
2017-10-14,3,Bed Number 3,31,27,4
2017-10-15,1,Bed Number 1,62,54,8
2017-10-15,2,Bed Number 2,83,57,26
2017-10-15,3,Bed Number 3,67,37,30
2017-10-16,1,Bed Number 1,54,25,29
2017-10-16,2,Bed Number 2,81,2,79
2017-10-16,3,Bed Number 3,70,38,32
2017-10-17,1,Bed Number 1,91,21,70
2017-10-17,2,Bed Number 2,77,14,63
2017-10-17,3,Bed Number 3,44,39,5
2017-10-18,1,Bed Number 1,82,62,20
2017-10-18,2,Bed Number 2,42,21,21
2017-10-18,3,Bed Number 3,96,24,72
2017-10-19,1,Bed Number 1,69,48,21
2017-10-19,2,Bed Number 2,53,12,41
2017-10-19,3,Bed Number 3,10,0,10
2017-10-20,1,Bed Number 1,98,60,38
2017-10-20,2,Bed Number 2,31,7,24
2017-10-20,3,Bed Number 3,50,30,20
2017-10-21,1,Bed Number 1,22,2,20
2017-10-21,2,Bed Number 2,67,1,66
2017-10-21,3,Bed Number 3,32,32,0
2017-10-22,1,Bed Number 1,10,9,1
2017-10-22,2,Bed Number 2,40,20,20
2017-10-22,3,Bed Number 3,55,48,7
2017-10-23,1,Bed Number 1,93,70,23
2017-10-23,2,Bed Number 2,54,30,24
2017-10-23,3,Bed Number 3,17,11,6
2017-10-24,1,Bed Number 1,96,11,85
2017-10-24,2,Bed Number 2,47,0,47
2017-10-24,3,Bed Number 3,92,73,19
2017-10-25,1,Bed Number 1,86,6,80
2017-10-25,2,Bed Number 2,56,36,20
2017-10-25,3,Bed Number 3,95,82,13
2017-10-26,1,Bed Number 1,19,0,19
2017-10-26,2,Bed Number 2,78,39,39
2017-10-26,3,Bed Number 3,44,18,26
2017-10-27,1,Bed Number 1,82,24,58
2017-10-27,2,Bed Number 2,89,55,34
2017-10-27,3,Bed Number 3,42,25,17
2017-10-28,1,Bed Number 1,87,47,40
2017-10-28,2,Bed Number 2,38,26,12
2017-10-28,3,Bed Number 3,77,71,6
2017-10-29,1,Bed Number 1,94,6,88
2017-10-29,2,Bed Number 2,57,31,26
2017-10-29,3,Bed Number 3,63,9,54
2017-10-30,1,Bed Number 1,86,80,6
2017-10-30,2,Bed Number 2,45,26,19
2017-10-30,3,Bed Number 3,37,11,26
2017-10-31,1,Bed Number 1,33,4,29
2017-10-31,2,Bed Number 2,21,0,21
2017-10-31,3,Bed Number 3,16,9,7
2017-11-01,1,Bed Number 1,36,33,3
2017-11-01,2,Bed Number 2,15,5,10
2017-11-01,3,Bed Number 3,34,11,23
2017-11-02,1,Bed Number 1,43,7,36
2017-11-02,2,Bed Number 2,82,64,18
2017-11-02,3,Bed Number 3,65,63,2
2017-11-03,1,Bed Number 1,49,49,0
2017-11-03,2,Bed Number 2,95,49,46
2017-11-03,3,Bed Number 3,89,60,29
2017-11-04,1,Bed Number 1,79,60,19
2017-11-04,2,Bed Number 2,20,8,12
2017-11-04,3,Bed Number 3,21,11,10
2017-11-05,1,Bed Number 1,30,21,9
2017-11-05,2,Bed Number 2,53,47,6
2017-11-05,3,Bed Number 3,79,30,49
2017-11-06,1,Bed Number 1,42,12,30
2017-11-06,2,Bed Number 2,54,1,53
2017-11-06,3,Bed Number 3,60,29,31
2017-11-07,1,Bed Number 1,69,16,53
2017-11-07,2,Bed Number 2,27,8,19
2017-11-07,3,Bed Number 3,28,12,16
2017-11-08,1,Bed Number 1,84,75,9
2017-11-08,2,Bed Number 2,100,44,56
2017-11-08,3,Bed Number 3,48,10,38
2017-11-09,1,Bed Number 1,74,26,48
2017-11-09,2,Bed Number 2,77,17,60
2017-11-09,3,Bed Number 3,13,7,6
2017-11-10,1,Bed Number 1,66,6,60
2017-11-10,2,Bed Number 2,53,10,43
2017-11-10,3,Bed Number 3,57,27,30
2017-11-11,1,Bed Number 1,76,75,1
2017-11-11,2,Bed Number 2,71,43,28
2017-11-11,3,Bed Number 3,42,4,38
2017-11-12,1,Bed Number 1,36,27,9
2017-11-12,2,Bed Number 2,64,33,31
2017-11-12,3,Bed Number 3,79,25,54
2017-11-13,1,Bed Number 1,18,7,11
2017-11-13,2,Bed Number 2,27,0,27
2017-11-13,3,Bed Number 3,32,25,7
2017-11-14,1,Bed Number 1,59,3,56
2017-11-14,2,Bed Number 2,62,9,53
2017-11-14,3,Bed Number 3,78,20,58
2017-11-15,1,Bed Number 1,43,12,31
2017-11-15,2,Bed Number 2,84,83,1
2017-11-15,3,Bed Number 3,63,37,26
2017-11-16,1,Bed Number 1,90,40,50
2017-11-16,2,Bed Number 2,35,30,5
2017-11-16,3,Bed Number 3,37,14,23
2017-11-17,1,Bed Number 1,45,27,18
2017-11-17,2,Bed Number 2,17,14,3
2017-11-17,3,Bed Number 3,46,44,2
2017-11-18,1,Bed Number 1,36,1,35
2017-11-18,2,Bed Number 2,12,7,5
2017-11-18,3,Bed Number 3,56,5,51
2017-11-19,1,Bed Number 1,63,34,29
2017-11-19,2,Bed Number 2,75,39,36
2017-11-19,3,Bed Number 3,79,71,8
2017-11-20,1,Bed Number 1,51,3,48
2017-11-20,2,Bed Number 2,58,8,50
2017-11-20,3,Bed Number 3,43,40,3
2017-11-21,1,Bed Number 1,88,83,5
2017-11-21,2,Bed Number 2,42,32,10
2017-11-21,3,Bed Number 3,53,48,5
2017-11-22,1,Bed Number 1,62,34,28
2017-11-22,2,Bed Number 2,70,42,28
2017-11-22,3,Bed Number 3,33,0,33
2017-11-23,1,Bed Number 1,95,41,54
2017-11-23,2,Bed Number 2,27,20,7
2017-11-23,3,Bed Number 3,54,51,3
2017-11-24,1,Bed Number 1,17,2,15
2017-11-24,2,Bed Number 2,58,3,55
2017-11-24,3,Bed Number 3,43,21,22
2017-11-25,1,Bed Number 1,29,29,0
2017-11-25,2,Bed Number 2,44,8,36
2017-11-25,3,Bed Number 3,60,56,4
2017-11-26,1,Bed Number 1,47,20,27
2017-11-26,2,Bed Number 2,36,32,4
2017-11-26,3,Bed Number 3,53,18,35
2017-11-27,1,Bed Number 1,75,57,18
2017-11-27,2,Bed Number 2,70,53,17
2017-11-27,3,Bed Number 3,82,12,70
2017-11-28,1,Bed Number 1,17,2,15
2017-11-28,2,Bed Number 2,23,9,14
2017-11-28,3,Bed Number 3,64,60,4
2017-11-29,1,Bed Number 1,74,6,68
2017-11-29,2,Bed Number 2,78,45,33
2017-11-29,3,Bed Number 3,69,16,53
2017-11-30,1,Bed Number 1,55,4,51
